app,userName,at,score,title,content
Vedantu,honest reviewer. really,,1,Goo,App is goo . 🤮👎🏼. Does not work on iOS . Apple software if you have heard of it . Booo  gooooo
Vedantu,stmrdy,,3,This is not coming on iPad,It’s not coming full screen 📺 on iPad
Vedantu,aksita,,3,Do not download!!,"It’s a waste of time if you asked me, while learning I couldn’t even hear one class and the teachers often say to refresh and it’s still not working after refreshing for the Billionth time!!"
Vedantu,abhaani,,1,Yucky,It’s like a poo app. Not a app for iPad. 👎👎👎👎👎🤬🤬
Vedantu,Prajjwal Ror,,3,Please sort out my problem,"I am Prajjwal Choudhary a Vedantu user. 
I have iOS iPhone X. 
I have downloaded the aap because my friends say that it is a good app for learning but when I open the app and take a live class sometimes voice is not audible or sometimes the screen is not visible. Please spurt out this problem I will not delete Vedantu because I trust you that you will do something very soon"
Vedantu,Sushan Mitra,,1,help please,i cant do the kbc registration using ios please tell how to do
Vedantu,soniyala,,1,Not good,They will not responce  what we type in chat box
Vedantu,BEASTBOY AB,,1,I am unable to attend the KBC QUIZ GOING ON IN MY iOS Device. Please Fix it,Please help me out as I am unable to attend the KBC quiz in my iPhone 7 Plus.
Vedantu,ox_boa,,4,KBC not for us,"When they said that KBC is going with Vedantu, I was filled with excitement and enthusiasm, but that didn’t lasted for long, this app only has it’s exclusive KBC quiz for google play only, and not us, Vedantu please help us, You really nailed with it, please resolve this issue if you are reading"
Vedantu,shubhsoni,,3,No,I can not update for kbc on app store give me the solution
Vedantu,🎧♾,,4,Sorry Vedantu app but plz fix iOS update also iOS has no update of new version,Plz check my problem
Vedantu,Daksh Pardeshi,,1,Issues,It is not opening only please fix it
Vedantu,K Bangar,,3,Atharva Bangar,This is a good app as it is free for live videos and all. But I downloaded it for the KBC quizzes. I am unfortunately not able to open as it is saying you will need to update your app. Pls fix this on the IOS. Pls make update available on IOS devices
Vedantu,Noha APS,,1,App not developed for iPad pro,Please develop an app for iPad pro.
Vedantu,Savi.R,,1,Poor support. Can't hear the audio in any class,Upon entering any of the classses- can't hear any of the tutor. There's no customer support to sort out issues.
Vedantu,mitu6366,,1,Worst App,After I installed in and was done with all the sign in process what I see is that not even a single course is opening. All it shows is a white screen. It is quite slow too.
Vedantu,~Sahi,,5,Such a great app...👍🏻👍🏻,This app is very useful for all the students.....especially who are suffering for their studies due to the lockdown👍🏻😊
Vedantu,&1m@₹,,4,Improvment needed,The app is very good it has all the solutions of everybsubject and it has practice tests also for testing our learning but when i search courses it takes alot of time to get the course that i have searched please fix this problem
Vedantu,syed's family,,5,Great App,This app is very useful for every student more than byjus because in this app every sir asks whether we understood or not but in other apps they doesn’t asks
Vedantu,werwewed,,1,Baddest app ever,I wil give negative feedback if it is possible for me it is unable to open
Vedantu,cfgffs,,2,Please adjust this app for I pad also,If you download this app on I pad I opens as if I am working on a phone. The contents of the app is great but because it appears as I am working on a phone when I open it on my I pad I have rated it low.
Vedantu,🎧🎧🎹🙎🏻‍♀️,,3,No iOS support,I am unable to access my crash course on the app.
Vedantu,Saloniii❤️,,1,It is a bad app for learning,When i start in my iOS iPad it ask my mobil number and i give and then app is not working
Vedantu,D anjani,,5,Vedantu is very helpful thank you for such app,I am very happy
Vedantu,trueatory49,,1,Never believe these people. They are frauds.,"Work environment is too toxic, unnecessary pressure, zero understanding of sentimental values. Will treat you as robots. Pathetic"
Vedantu,kahlide,,1,Crashes,The app is crashing every time
Vedantu,vaishali__Aryan,,2,Not good app,I was searching extra questions for math in ch 1 class 6th they have put questions very nice but the answers are not understanding.Teachers to explain every question nicely
Vedantu,pasta2297,,3,vedantu,it is hanging a lot on my ios and I can't even hear any thing nor see the teacher
Vedantu,ts92),,1,The app not working in iOS,When I open app its closes quickly
Vedantu,harshwardhannichit,,1,App crashed,The app doesn’t work properly.
Vedantu,S Jadhao,,4,Nice,Very good app is this.sir are friendly
Vedantu,yang kangh,,5,Rating,"Very nice learning app 
Easy to learn tough concepts 
Superb"
Vedantu,Masira khan,,1,Very bad,Very bad app
Vedantu,gujjhtvhjbyj,,2,Not working,The app is not working it just doesn’t opens please help regarding this i am using iphone xs
Vedantu,mannava rithwik,,1,White screen,When open the app and choose a class it is coming white screen . I love vendantu
Vedantu,Poorva Patil,,5,Please sort out my problems,I have buy some classes but when I opened my coarse the screen is  disappear . It is showing a  white screen . Even when I am having high speed network . I really like this aap . I love your teaching. So please sort out this problem.
Vedantu,Wellbienke,,3,Live Class Problem,"This app is best but I m unable to take the free live classes as when I click on the button then a white screen appears , nothing seems to be visible."
Vedantu,Pavan Nettam,,1,Worst app,It’s not working in iOS
Vedantu,kishannsinghh,,1,The worst learning app,It didn’t logging in. my internet connection is so strong
Vedantu,Suneel Bhalla,,1,Live Trivia game not for i phone users,Pls arrange trivia game in Vedantu app for i phone users also.
Vedantu,Er_Raghvendra,,5,Raghvendra,Great 😍🙏🏻
Vedantu,Harshgupt,,5,Students,"I’m very glad to use this app, this is very awesome and mind blowing app I ever use but I have only one problem is that when I open my test section then the test is not available I mean that the test is not completed so plz help me to solve out this problem and for my preparation plz sir🙏🏻🙏🏻🙏🏻"
Vedantu,DEVA💕,,1,Pls help,Pls add quiz in the iOS version
Vedantu,garima kundu,,5,Future making app,It is very nice app and with good technology teachers are very good and teaches very well and I love this app and teachers also very much I love the teachers teaching style
Vedantu,Moge wala jatt,,5,Not working properly,Sir When I try to open any live class then it may show that the session has been ended please fix this issue.
Vedantu,mahassen07,,2,Ok -3 stars for a big problem,Ok -3 stars for a big problem That is I can’t listen the teachers in live please check it out.
Vedantu,vaishnavi gawande,,5,Neet,Neet made ejje by this app really the way the faculty amit raj sir Kapoor sir damn cool
Vedantu,helper !!,,5,App,Every thing is very good .teachers are master and very very intelligent but please work on app development
Vedantu,heukshdiskux,,1,Not free,I had not seen a single educational app which is not free . All courses have some amount. And there is some problem I cannot attend a live class
Vedantu,cdhsisodsjshs,,1,Don’t download,"When we click on chat or asking questions the app crashes on iOS and also there is no video and audio in the app in iOS 
Teachers are fine but plz fix this audio and video problem don’t download this app"
Vedantu,Rey…..,,1,Not al all helpful,"The schorlship exam is only in app discounts, very disapointed."
Vedantu,Wadia04,,3,Best in the business,But talking about the app it is bad design. You fails to find anything on the app. For an example if you want to search for an topic you will find it difficult to find on the app but on youtube its easy to find your content. Developer messed the app completely. Talking about the Vedanta platform - you guys are the best and thank you for that. ❤️
Vedantu,Arjun Kamboj,,1,One Star,"In this app 
Once you have created your own profile then there is no option to delete it"
Vedantu,crnag,,5,Amazing and a very helpful app,"This is one of the best learning apps I ever had. The teachers are amazing. 
They help clear all the doubts. The tests are cool. There are free live classes."
Vedantu,chintujain,,1,Review about waste vedantu,"Very dirty apps worst waste thu thu thu😡😡😡😡😡😡😡 

Can’t see sir can’t hear class 😡😡😡😡

Very dirty software really 😡😡😡😡😡😡😡😡😡😡

Very bad 😡😡😡😡😡😡😡😡😡😡😡😡😡😡"
Vedantu,siya2142,,1,The app closes when tried to have access to it,"Dear team Vedantu 
I have known you from YouTube and the classes have been so amazing and easy to learn 

I have tried several times to have access to your app 
But unfortunately the app just ask for my number and otp and then comes out of the app by its own 
I have deleted and reinstalled several times 
And it’s not working 

I would appreciate if you could do something 

Thank you"
Vedantu,Gauri Mishra,,3,Problem,Is Vedantu not compatible in mini I pad???
Vedantu,imsmwahid,,2,iPad interface please!,Everything is great in-app but the interface is of iPhone and it’s stressful to use it like this. Please provide full iPad interface
Vedantu,From Maghizhan,,1,Waste app!!!,Annoying app!! The teachers are speaking in Hindi and I can’t understand anything that they speak!! I couldn’t select my course and my age to learn!! I 100% guarantee you this app is only good in Advertisements and not in real!! Don’t ever ever never ever download this app as it is a such a waste of time if you don’t know basic Hindi!! I request this app to tell the teachers to convey in English!! I don’t have an option to rate 0 stars
Vedantu,aaaabdbs,,1,Not at all like it is promised,When I started live classes it were good but when I took there subscription it was the worst thing to do . It does not provide you with information just like they promise you while councling session.
Vedantu,ffjkovvsyjbvszgjk,,1,Waste of money,Fuddu app
Vedantu,dr ravkanth,,1,Bad experience. Worst app.,Who's idea is this one rupee for once class. I don't know but he is a stupid. Even a begger can pay 1 rupee for a class. Have common sense. By paying 1 rupee I don't become poor and u don't become rich. But unnecessary ly u r wasting our time. Even after paying that 1 rupee. I was not directed to the class I paid for. U wasted my precious time. I will not visit ur site. Again even f u give free classes. Stupid app. Stu0id organisers.
Vedantu,Deep Ra,,1,The app is not opening properly and just get off within few seconds of opening,The worst app
Vedantu,editor of toi,,1,Unable to ask doubts,When I try to open doubt section it doesn’t opened
Vedantu,Dinglebee,,2,Buggy while attending classes,App seems to be very buggy while attending live classes. Quite annoying while you are trying to concentrate.
Vedantu,Yashika Gupta,,1,Review,Worst app of all time. It calls and message a lot which annoys anyone and all it quizzes are preplanned which are always same like spell quest and other even chats are same we cannot chat in this app I hate this app.I didn’t want to rate but had to to send the review
Vedantu,Y Leena,,4,Needs to be fixed,The app is alright but I am having great problem in dealing with this app on iPad so please program this app in such a way so that it can work on iPad efficiently.
Vedantu,mallick boy,,1,Bad app,I download this app twice it takes everything but after that when I open I can’t be open no a good app
Vedantu,M&M712,,1,Glitch,"Whenever I’m clicking on ask a doubt, it takes me back to the previous page of the app. Please look into the issue because it is currently impossible for me to ask doubts due to this issue. I tried uninstalling and reinstalling the app, but no use."
Vedantu,Nagadm,,5,Excellent,But please update app for iPad version.....
Vedantu,reviewer1278,,4,No doubts can be asked through this app on iPad,No doubts can be asked on this app through iPad. And also some adjustments needs to be for user interface on iPad
Vedantu,Jai Sriram,,1,Very bad,I downloaded this app and saw that there is no audio properly and also all waste chat in the chat box. The screen is also too small for iPad. Don’t download the app.
Vedantu,singhharmanjot17,,2,Make a iPad friendly app,"Make a iPad friendly app please... Byju , unacademy and all other online platforms have a iPad friendly app too...

I am a student of your masterclass..."
Vedantu,ABHIRAM NIMBALKAR,,4,4 stars why not 1 more read in review,"This is very awesome and learning app in these Covid free master class 
Secondly,on iOS while watching a session we need to chat and when I go to chat it opens the panel and when the chat is done , the back to screen and cancel session is at same session
Requesting you to fix this error regard ABHIRAM NIMBALKAR  A VEDANTU USER"
Vedantu,Atharv Bajpai,,3,Commerce,please add commerce subjects for class 11
Vedantu,Shubhankar03,,4,DARK MODE,"Every thing is awesome!!
But only thing that disturbs is Dark mode 

PLEASE BRING DARK MODE"
Vedantu,szlna,,5,Truly helpful app,"This is the best app I’ve ever found for learning all my subjects, mentors here are truly admirable with a sea full of knowledge and this app is just wonderful, I started using this few months ago by the recommendation of one of my friends, it truly changed me ....and everyones perceptive towards me in my class..n now I’m called as a scorer in my class. It’s increasing my knowledge of all the subjects , the study package is complete and is very easy to understand. The doubt clearance service is 24/7 ... truly a revolutionary app .. I would recommend every student  to use this app for their benefits of gaining abundance knowledge and getting great marks in their academics plus the parents who wants their children’s to get a very good marks can opt this wonderful mind blowing app.
#Bevedantubescorer #vedantumakesscorers 
#thanksallmymentors #thanksvedantu"
Vedantu,app of,,5,Very bad app,This was one of the bad app in this app there is too much of voice problem i am requesting you to don’t download this app ok.                       You can download this app for abhishek and rahul sir
Vedantu,Shreyas H,,5,Excellent faculties,"Amazing & lively teaching 
Very good teachers and mentoring
Enjoy learning through the sessions"
Vedantu,Akash_-10,,4,No optimisation for iPad,No optimisation for iPad...plzzz guys get the iPad version asap
Vedantu,unacademy user,,1,Not optimized for iPad,Terrific experience .doesnt even work on iPad pl fix that ASAP
Vedantu,nikkkkkkkkyyyy,,5,Vedantu Rocks samajh aayega to maza aayega,Vedantu is a great learning platform. Sessions are very usefull. Loved it. #amazing
Vedantu,saghhiur,,1,👎🏾,Bogus app they said it is free of cost but after login every chapters are chargeable
Vedantu,pruthvi456,,1,Nikal,"Please reply team vedantu 
I just downloaded the app n it’s stuck on the select class or board and no dropdown selection happening"
Vedantu,123prabh,,1,Disappointed,I don’t want to give even one start so much disappointed with this app whenever I open and try to join the free classroom its coming that session is not active and all that being a student for me it’s really really disappointment
Vedantu,Priyajee,,5,Great all in one app,Thank you Vedantu for creating an IOS version. I was waiting for this app for a long long time.
Vedantu,Manan😎5,,4,Screen is to small for iPad,Please make it compatible with iPad
Vedantu,Saptarishee Gupta,,5,Very nice app,It’s a very nice app.Proud of you all.The teachers and good and friendly.
Vedantu,kartik811,,4,No doubt solving for ios,Please add doubt solving for ios too.
Vedantu,akshwaj rao,,1,Commercial mentality,I wanted to try out Vedantu app for free to join their course but after downloading the app it shows only solutions and question paper there are no Video for free. a waste of time  .  Unlike BYJU’S there is no free trial
Vedantu,Geeta ingale,,1,Can’t click on continue button,When I rich to know you better be hat time I can’t click on continue button
Vedantu,SivaSai Davuluru,,1,Not able to attend Live,"I don’t Why this Happening ..
But I’m not able to see replay,live etc in Phone IOS App of yours..!!..That Tab is missing in your Application"
Vedantu,Akshat2139,,1,Bad Bad,There was none of my number of the country I live in
Vedantu,golso,,1,Not working properly,The page doesn’t scroll up and I’m unable to register also I’m stuck at let’s get to know you better
Vedantu,eku1.2,,2,stuck at let us know you better window,"pls resolve this issue
the page doesn’t scroll up and i am unable to register"
Vedantu,montybhai1,,3,Super app,Great content! Very helpful
Vedantu,EvoiFX,,1,It’s not working.,I am stuck at “Let’s get to know you better “
Vedantu,Aditi RK,,3,Finally!,"Been waiting for over 5 months now for the iOS app, thank you! I have one issue with the app, and I’m pretty sure it’s a bug. Everytime I switch to another app for a brief moment, I am logged out of my account and I’m forced to log back in each time. This is a little annoying, especially when you’re a full time long term course student who need the assignments, replays, etc. Kindly fix the issue! Thanks Vedantu!"
Vedantu,Mili@420,,5,Great app for JEE preparation,"I am using app on iPad and it was earlier was not available iOS compatible devices, I contacted Vedantu and they responded very quickly. So, Thank you very much.."
Vedantu,my_worlds_,,5,Good Interactive UI,UI feels good but the courses which are offered little bit less. Hope the content with grow with time.
PhysicsWallah,Abhishek kr.,,3,About player in downloads,Whenever we play/pause video using earphone’s button then it switches video to normal playback speed.
PhysicsWallah,Umra Arshad,,1,Issue is not being able to see assignments and test,I am umra I bought the architecture creator 2.0 batch there was a assignment of fine arts yesterday but I didn’t receive it and when I logged in my mothers phone the assignment was available then I logged in my ipad and the assignment was still not available there alwys have been issue with this app first I couldn’t download my class after that update this new problem please fox this issue and make sure a new issue doesn’t arise please thank you
PhysicsWallah,Zedeon u,,5,ZedeonGaming,Best app for 11
PhysicsWallah,Bheeshma chava,,5,Xp glitch,Iam not getting xp for  live classes.no updates compared to play store version
PhysicsWallah,Aashay Varadpande,,5,Latest update is not good,"Even the website is lagging and pdf is not working right 
Please fix the bugs as soon as possible"
PhysicsWallah,Best coaching classes,,5,Sir,Excellent
PhysicsWallah,*#13*14*9*10,,5,Excellent learning platform,"Physics Wallah has completely changed the way I study. The app is well-structured, with clear video lectures, quality notes, and daily practice problems that really help strengthen concepts. The teachers, especially Anurag sir , Ritik sir,Sunil sir,rakshak sir , samridhi ma’am , explain topics in a very simple and relatable way.this app has made top-level coaching affordable and accessible from home. The live classes, and doubt-solving features are great additions too."
PhysicsWallah,Raushan 2357,,5,Amazing,Nice
PhysicsWallah,RO9NIE,,5,Xp not showing,in apple device xp not showing pls fix it
PhysicsWallah,Aryan Maurya111,,1,Voice recording glitch,Whenever i try to play an audio file given by teacher in the doubt section it does not play. Please fix it as soon as possible. I have tried everything from my side but nothing seems to work.
PhysicsWallah,Rohitrnp,,1,Review,Need more things to fix it like xp point not show
PhysicsWallah,Divya (IPAD),,4,PW,"Hey PW Team,

I use the PW app on iPad, but many important features are still missing .Even after the latest update, these are not visible or working properly.

Also, please provide proper iOS support for the PW Books App. 

Please look into this seriously and make all promised features available for iPad and iPhone users as well.

Thanks."
PhysicsWallah,Facing serious issue in app,,1,Assistance recquired,"Hello Pw team,
I am a student of prayas jee 2.0 2026 batch I am facing a problem where i can’t listen to the voice recording of the doubt which i asked in ask doubts feature in video lectures. I have tried multiple time deleting and reinstalling pw app on my ipad & even log out ! log in but nothing tends to work.
Please solve my problem as quickly as possible as i am unable to clears my doubts.

Issue not resolved but on email pw support is saying issue resolved without even getting or asking me.
UPDATE YOUR APP FOR IOS VERSION 
Your regard 
Pw’s sincere student"
PhysicsWallah,By Future Doctor,,5,Highly Recommended,"Best interface and simply I would say, if you want to study then PW is one stop solution that too in very affordable price."
PhysicsWallah,Edwart~,,5,Only for Suresh sir PW,Great sir
PhysicsWallah,iOS pw app needs to be fixed,,1,Ios app contains a lot of bugs,Pw ios app do not has xp leaderboard in it also contains bugs
PhysicsWallah,Snavneet17,,1,Review,Very disgusting app video lectures not streaming properly and if you are going to download old lecture then it would take years to download one lecture. I don’t understand what kind of service you are providing to your students. Really disgusting. If you are going to to call there customer care you couldn’t reach them. Really pathetic totally time and money wasted wastage
PhysicsWallah,Graeme Smeeth,,5,SSC batches are good,"Ravinder Sir, Sandeep Sir, Subham Sir best teachers"
PhysicsWallah,Bug or lag issues,,2,Bug and lag,"My pw app nearly stopped opening on my iPad…I always need to either uninstall or restart my tab…so please look upon the issue. 
Pw is the only place I learn my course and it’s very important for my neet journey.
So please take immediate actions"
PhysicsWallah,Take money but didn’t get back,,3,basic app,the app is not updated as mobile. in ios/ipd the features is much less than mobile . in mobile there is so extra features but in ipad there is no updates and the features are missing
PhysicsWallah,krishna.mbbs,,5,best app for students,loved by all students
PhysicsWallah,Vivek yakeen,,1,Bookmark question option is not available in iOS version and also leaderboard option is not present,Please give the update to add bookmark option in the iPad or iOS version and leaderboard is also not present in iOS version
PhysicsWallah,Xànder,,1,Technical issue,Xp and streak is not showing in app
PhysicsWallah,SUVOJIT HALDAR,,5,Best and most affordable,Best app
PhysicsWallah,Dilbir Singh,,5,Fabulous explanation,Didn’t get a proper explanation in school but when I joined physics wallah  my all doubts are cleared
PhysicsWallah,Hi_105,,3,Missed test not showing,The test section is only showing the ongoing or future test it’s not showing the missed test option . I have the latest version as well
PhysicsWallah,Sasha44!!,,1,Can’t Buy Batch – No Support,"Tried to buy the NAYAK 2.0 MPSC batch, but the app shows “Product is under process for payment” and won’t proceed. Tried reinstalling, using website — nothing works. MPSC section is also missing now. Emailed support but got no reply. Please fix this!"
PhysicsWallah,shifat 21,,4,SOME FEATURES MISSING,why cant see my XP AND STREAK on ios version plz pw make this avialble for ios also . it is found in ios ….
PhysicsWallah,satyamroy16,,2,iPad optimisation issue,This app is not optimised to iPad. I’m finding so many jittering and lags.
PhysicsWallah,Sonugurjarggfstb,,5,Good,5
PhysicsWallah,Manasv24G,,1,Highly condemn,"They believe that they keep on taking classes and classes and selection happens, and give no time to student for self study, they keep classes until January, the month of exam, especially if a teacher named Ashish Agarwal is teaching in your batch , then it will be your worst mistake to purchase that, he believes we have to study only maths, he keeps 3 hour class and gives 5hrs consuming homework, you will have to forget all your friends and family, if he teaches you"
PhysicsWallah,From kaix,,3,Having trouble in payment,I’m having trouble in paying the fees while trying to get the infinity pro batch
PhysicsWallah,.best teacher,,5,100%,Very nice faculty
PhysicsWallah,Kaavya girennavarr,,1,Worst experience,"I purchased surya 2.0 cgl batch. Few teachers like geography static gk are so worst that they just read out ppt. If reading ppt has to be done. Y do we need classes. I tried reaching to PW team, they dont connect on call, they beat around the bush in computerised msges. I hope Alak sir gets this review. I raised ticket also. Not resolved it. Such a disheartening experience. Current situation is even after purchasing batch i have to study from youtube. Atleast a call facility is expected when a person pays money and comes on your platform. Alak sir y dont u put some attention on these batches rather den being only on NEET n jee, coz ppl come on this platform with your face value . Worst WORST EXPERIENCE. Galiya aari hai mere muu mai .. dimak karab ho raka hai"
PhysicsWallah,Sairaj0001,,4,Bugs,In ios test syllabus not showing
PhysicsWallah,BeUrOn BeUrOn,,5,Great,Wonderful
PhysicsWallah,Channi1313,,5,Pw lover,Best explanation
PhysicsWallah,Roh.Kun,,1,App not user friendly,"I am always having a problem finding my paid course whenever i log into my app via phone. The UI is so bad that it doesn’t even have a section for whatever course i am enrolled in and literally i always have to wait some time to find my course. Hope it gets into notice.

Thanks"
PhysicsWallah,Ron Linz,,3,requires features from the pw website,"add features form pw website like test missed ,the app only shows recommended test"
PhysicsWallah,Mahammad eunus,,1,Issue,Not working properly in I pad experience is tooo bad😡
PhysicsWallah,Sugarcreamiepie,,5,Class schedule,Please can we have sundays AND saturdays as non class days pls . As a slow learner u feel extremely fatigued and lethargic throughput the week because i dont get enough time to simultaneously study and watch lectures and also because i go to church on sundays which gives me no break throughout the week and i feel completely exhausted
PhysicsWallah,Pw wallains,,5,Very nice app,It just wow !
PhysicsWallah,Shraddha Chougule,,2,App regarding,App not Working properly need to work on it
PhysicsWallah,Rishabh17@,,5,Great,Great
PhysicsWallah,Tarun63687,,1,Tarun,I purchased a batch of jkssb civil 2025 first and I thought it will go according to plan but I was wrong there is not even a single som classs hope my request will seen by higher authority and teacher should be punished
PhysicsWallah,xaid ibni mohammad,,1,bad experience,there are lot of bugs and hangs sometimes get stuck while opening notes sometimes lecture stops when try to increase speed
PhysicsWallah,BeingDhaliwal,,5,Affordable,For who needs affordable education
PhysicsWallah,Aamir 🧐🧐🧐🧐,,4,Op pw,App not working in pc
PhysicsWallah,Maulik Meeth,,4,Everything good except just one problem,"I can’t access Live Classes of Lakshya NEET 2026 on my device while I can Access it from other devices, Whenever I click on live stream It says “Live Stream has not started yet”"
PhysicsWallah,Goal iit Bombay,,5,Best education app,I am in 11 class preparing for jee exam I am really grateful to be part of pw really pw is emotion
PhysicsWallah,Tanishjsjjsjs,,3,Bookmark,Add bookmarks feature in the app.
PhysicsWallah,devank arya,,5,pw,World best platform no one can beat the teacher give best and explanation is amazing🔥🔥
PhysicsWallah,Review of pw apps,,3,Quality check and review,App to achha hai teachers are very good but mera live class nahi chalta hai aur library me sari chize english me hai maine hindi batch liya hai aur sarthi doesn’t doing work
PhysicsWallah,ritesh pandey7181,,5,very good app pandey sir love you,sir apne pandey ka naam garv se uchha kar diya
PhysicsWallah,Behaviour of teacher,,5,Pw is the best for study in my class  there are 20  students and 16 students studies from pw and 4,Good
PhysicsWallah,Rangjung123,,2,App not supported by macbook,"Hey pw team,i am writing this to inform you that i am student preparing for neet 2027 and i have applied for the arjuna neet batch but,unfortunately the pw app is not available on macbook which is troubling me,i can access the app through browser but through the browser i cannot download and watch videos offline,i hope u look into this matter and also launch the pw app quickly"
PhysicsWallah,Noobplayer2345,,5,It is very convinient for studying the teachers always solve your doubt my grades went really up,You need to try it my grades went so up that i forgot that i was an average student the teachers are so sweet and helpfull they also have notes and online question solving system i love thsi app and thankyou pe
PhysicsWallah,Sk@—-sharma,,1,iOS users neglected,"They stabbed iOS users.Almost every feature of the app does not work for iOS. Even when I filed a complaint, they don’t take it. Seriously the tests I have given on the app or not available for me to re-check re-attempt. and many more problems there is literally no response from the help desk. I strongly recommend not using it."
PhysicsWallah,TijilSandhu,,1,Sahayak not working,Sahayak not working in infinity
PhysicsWallah,SKB216,,5,Nice app,Good
PhysicsWallah,himanshudoraemon7,,5,Pw,"For better understanding and clarification your concepts ,doubts PW is the best option"
PhysicsWallah,Anis Akthar,,4,Update Issue,I use ipad and unable to see xp points and I’m facing some lag in test section. Despite giving test cant find to the test to analysis
PhysicsWallah,vandana narayan,,2,Super app u must try this,Awesome
PhysicsWallah,Aarya2603,,2,Need a scope of improvement in optimisation with ios,Does not properly work in iOS systems
PhysicsWallah,AsHK_9,,3,App not working well,Really disappointed with the app not with the faculty as I’m not able to attend test when I open the test it says I was out of time on the next second not able to attend the live classes too. This is my complaint for the 2nd time hope you take this in consideration.
PhysicsWallah,Mowardon,,3,Unfairly Blocked for Asking a Genuine Doubt,"I was genuinely trying to understand a biology concept and asked, ma’am “If something can’t reproduce, is it still considered alive?”  So she’s said no …….so o was Trying to posted on community section to clarify it ….I even gave the example of a mule which is sterile but still clearly a living being. Instead of getting help, I was blocked.
I don’t understand what’s wrong with asking thoughtful questions. Isn’t this app meant to support learning and curiosity? Disappointed."
PhysicsWallah,Ankit Pal 50,,3,Login problem,Login always reset in 3-4 days
PhysicsWallah,@Vivi.01,,3,Requesting the features.,Can you please bring XP?
PhysicsWallah,Rifath Naaz,,5,Academic support,"Best platform in whole India for boards, neet ‘ jee or sorts of competitive exam"
PhysicsWallah,Satyam underarrest,,5,Nice app,Good experience for 3 years
PhysicsWallah,mOhIz FaRoOq,,4,Some corrections,After purchasing the batch it is fantastic app but i need to mention something that developers should take care that they must add a lock screen option this will help to avoid distraction and a bookmark feature is also needed. I hope in the new update these features should come.
PhysicsWallah,Dr pathak ji,,1,Beta version,How to get beta version of this app ??
PhysicsWallah,chalna_mkl,,1,Unprofessional Teaching and Discriminatory Behavior at PW Offline Centre,"The teaching quality at the offline center of PW has been quite disappointing. The teachers often do not teach in a structured or clear manner. They tend to beat around the bush rather than explaining the concepts directly. Before starting a new topic, they write down questions related to it, solve only a few parts, and then suddenly mention that a certain concept was left unexplained — asking students to go study it on their own. This creates confusion and disrupts the flow of learning. Moreover, their teaching style is often filled with unnecessary jokes and casual behavior, which further dilutes the seriousness of the class.

But most concerning is the clear discrimination shown by some teachers — they behave differently with different students, which creates a very demotivating and unfair learning environment. Such behavior is highly unprofessional and discouraging for sincere students who come with the intent to study seriously."
PhysicsWallah,JAWAD BASHIR 07,,5,Better Than All – PW is a Game Changer for Students!,"I’ve used many educational platforms, but PW truly stands out from the rest. The quality of education here is unmatched — the concepts are taught in such a simple and effective way that even tough topics start making sense.

One of the best parts of this app is the direct interaction with teachers. You can ask doubts, get answers, and feel like you’re part of a real classroom. The motivation, discipline, and care the teachers show makes it feel personal, not just another online course.

I’ve improved so much since joining PW, and it feels like I’m not alone in my NEET/JEE journey anymore. PW is not just an app — it’s a movement for students who dream big.

Highly recommended for serious aspirants. Thank you, PW team! 💯"
PhysicsWallah,Pa k u,,5,Samridhdi mam,Samridhi mam ka method
PhysicsWallah,Zayan zyn,,4,Very nice but glitches needs to be fixed,Nice app everything good but there are many glitches need to be fixed
PhysicsWallah,Rehangazi,,5,Really,Best
PhysicsWallah,Dipanshu967,,1,App experience,App dont works properly
PhysicsWallah,A_T014,,2,Buffering problem,"Videos are buffering a lot I’m so tired of keep going back and again playing the same video from starting.I did all the things that were mentioned like logout and login,uninstalling the app all the things but the problems are still going on,the poll is not syncing, i cant sync with the live video like always 10 seconds or a minute behind. When the video buffers it would stop completely and show a black screen."
PhysicsWallah,awmtei990,,4,please bring back english lectures uploaded on youtube,"I am a NEET aspirant who relied completely on the English lectures by PW on YouTube. I don’t understand Hindi and I can’t afford coaching, so your English content was the only thing helping me stay motivated and study.

Now that the videos are gone, even the ones I saved, I feel completely lost. There are lakhs of students like me who are self-studying using your content. Please don’t take it away. We don’t need extra things — just the same helpful lectures that used to be there.

Please upload them again or give us a way to access them through your app. We trust PW — don’t turn away from English students now. 🙏"
PhysicsWallah,PW Fellow,,1,About Jaipur Vidhyapeeth,I study in jaipur gopalpura vidhyapeeth and the teachers are awesome but the male staff members are soo rude and they show ego and misuse their power .
PhysicsWallah,Detectable illusion,,3,iOS experience,"Dear pw tech,pw app for ios(iPad)needs very much improvement,I wouldn’t want to rate it even 1 star.the ios experience is very bad,like you don’t get to see XP LEADERBOARD,you can’t DOWNLOAD LECTURES,you are not able to watch lecture perfectly live it differs by some seconds which makes you rank down in question poles,the comments do not refresh in live class like you need to pull down the slide to see upcoming comments or you have to keep comment box open which is not a good thing for me as it sometimes gets very distracting…..so kinda fix attention to this problem ASAP!!!!
Regards 
Arjuna neet 2026 student."
PhysicsWallah,Ab Atif Bhat,,3,PW app Notes are not opening properly,"Sir PW notes are not opening properly. My brother and we have trouble in this so much that we have to back for five times the app and then open the Notes of lecture. This is the problem of a lot of iOS iPad users. Please help this issue.

Thanks"
PhysicsWallah,Nirbhay Saraswat,,3,Good but can be better,Need improvement many times my account log out automatically and also video stop even when my data is very fast.
