app,userName,at,score,title,content
Unacademy,Rishiraj khuresi,,1,Waste of money,As i was preparing for my banking exams i took subscription of this app. I was following some of the teachers and later the teacher i was following they left this platform. What am I suppose to do now? The worst coaching app . Don’t trust them guys. They are just frauds. They can’t even hold their very best teachers on the platform. All the best teachers of banking left unacademy. All hard working money will be wasted.
Unacademy,Madar####,,1,Saal#,"Saal# sab teacher ko nikal doge to tum padhaoge, Khud Padhe likhe ho nhi to hame kya padhaoge. # madarc##d Modi bhakt"
Unacademy,Pandaboy0809,,1,FRAUD AND SCAMMER IN THE EDUCATION DEPARTMENT,"Worst platform for education they are Criminal buisinessman they lure you into their platform by fake promises and then grab your hard earned money and never reply to your issue... They are playing with students career and futute even the teachers are also fed up by their management, Unacademy is Fraud and Scam"
Unacademy,You dad Unacademy,,1,Very bad 🥊🥊🫷🫷🤬🤬😡😡,Not understanding on medical issues and not giving refunds money 😡😡🤬🤬 I have taken by mistake course because of my medical issues I have sent to Unacademy. but they are not understanding
Unacademy,Roopam Yadav,,1,Scam.,"Company decided to change its policies and educators decided to leave the company. And we as a student’s have no value. First we pay to unacdmy and than the stars educators new platform. Shame on u people. I curse u all. For exploiting us and our parents hard earned money. I wish you all go bankrupt. 
Disgusting and fake people."
Unacademy,Ananya 1402,,1,Don’t trust this app at all ( have fake reviews ),"My friend bought her subscription here and none of her videos were working . Their support team has taken 21 days and the issue hasn't been resolved yet . Don't even try calling their number the people their are useless. They scam you into buying 2 subscriptions and pay more money when your videos aren’t working. Also do they trusts their reviews here, two days ago they had 3.7 ratings and suddenly its 4.5."
Unacademy,Sk456zrtyu,,1,Video quality,Please provide option to increase or decrease video quality on IPAD also
Unacademy,Neha 0531,,1,Fraud,I took subscription for NTA UGC NET for a year because of Navdeep Kaur ma’am but now ma’am has left platform because of conflict between her and Unacademy’s. Secondly they told me paper 2 educator is also available but after taking subscription I didn’t found a single teacher for paper 2. They don’t even have refund policy. Just wasting hard earned money of children and their parents.
Unacademy,Sg@07,,3,App technical issue,It hangs so much. Please do something to improve the quality of the app and provide smoothness in its workability.
Unacademy,Wrhirgwhakdugurowh,,1,Ekdum bakwas technical support,Kwashiorkor
Unacademy,yogita kataria,,1,Not working properly,"Not working properly 
I am not able to sign up in this app"
Unacademy,rRohanHotstarDream,,5,Anpadh ko vote na de,"Anpadh ko vote na de, anpadh hatao desh bachao, unacademy ko chahiye ko wo anpadh neta ko padhaye pahle aur desh ko bachaye"
Unacademy,Kjlshs,,1,Unethical behaviour and looting students,Our favourite teachers leaving unacedemy one by one nd we can’t do anything you guys are doing very wrong with us in this exam time we are not able to take class properly and the drama uh have created with the educators pressurising  them you are so mean and playing with our future… i request everyone pls dont take unacedemy subscription they don’t care about our hard earned money they just want them to be profitable this is very unfair to us(students) after paying 8 thousand rupees we have no where to go or to take class this is very sad and disgusting
Unacademy,SM@135,,1,Dirty politics by UC,"I respect all the teachers of UC but my respect for the platform has depreciated! 
No matter what other students r gonna say, UC is playing dirty politics, the teachers with their private channel are being dismissed from the platform, which is totally an unexpected behaviour! 
This wasn’t at all expected!
Really disappointed😕"
Unacademy,Roy696969,,1,Teacher leaving in SSC,"I used to like this app because of so many feature like Poll which is not on any other app. Its UI feels great. 

But Since a year , It has become a trend that popular teacher in SSC category are leaving Unacademy one by one. It started with Abhinay and going on with Pawan Rao, Varun Awasthi , Aman Vashishth , Rani Singh and so on. It is like fraud with students who trusted Unacademy in start and purchased batch for 1-2 year only because of those teachers."
Unacademy,Muskaan Dua,,1,Bad experience,I was an Unacademy’s plus subscriber. I even got a good rank in my csir net exam. The platform promised to give me scholarship under Rankers reward programme . I called them several times but there is no response from the team. There was a time when they wd call me several times a day to take up the subscription but now they r not ready to give me my scholarship amount. Very bad experience.
Unacademy,R.Rosain,,1,Darpok saale,🤡🤡
Unacademy,ashishmishra0310,,1,Very poor support system and rude behaviour,"They are just looting the students, in the mid term they removed the teachers and not giving any support, Not recommended for CA course 👎🏻👎🏻👎🏻"
Unacademy,Hsr900,,1,Not going to renew subscription,I was thinking to purchase subscriptions but top educators are leaving so i have changed my mind.
Unacademy,LKIndia,,1,Worst Tech Support,Purchased subscription… and it’s not working. No support from last 3 days
Unacademy,Purimaan,,1,Fix bugs in IOS app,Too many bugs
Unacademy,Educated Rai,,1,Karan sangwan,I am uninstalling Unacademy in support of karan sangwan sir
Unacademy,J_vaghela,,2,Community sections is it perfect ?,"hi Team , i am iconic student , i have multiple times to tell you to solve this app community sections problem , where some dpps, chats are not showing in my macbook unacademy app , it is showing , it is not ment for ios. 
But i know you all are regid as well as Lazy to do this thing solve."
Unacademy,PavannPRS,,1,Waste of money,"Improper teaching method, time pass lectures , money looting Academy"
Unacademy,NKBeni,,1,Undemocratic,Unacademy has become totally undemocratic. How can they fire a teacher like Karan Sangwan for just expressing his opinion about electing a leader???? What about the students who had taken the subscription just for Karan Sir??
Unacademy,deepak stark,,1,no politics,"we don’t want your teachers political opinions we want education from your side 
if u can’t provide please shut down your website and applications 🙏🙏🙏🙏🙏🙏😏🫵"
Unacademy,tatti bugs,,1,Facing issues,I am facing lots of lags while watching videos and it stucks whenever i touches 30 sec back/forward button try to solve this issue asap.
Unacademy,choudhary akshy,,1,For hunting the freedom of speech,"Education is to empower 
Not to hunt people’s freedom of speech"
Unacademy,Youdersveanoscar(Raman Sir),,5,Best Educator,The best app i can say and really wanted to thank Raman Tiwari sir… ohh god… you are really a god for me when it comes to maths tricks concepts and logics… How can you make very much hyped thing like i can do it… Thankyou soooo much sir.. I m preparing for my competitive exams and management exams by learning from your videos only.. I promised myself the day i will get into any college i will surely come to meet you in person just to show my gratitude and respect towards you thankyouuu sooo much Raman Tiwari sir…
Unacademy,IasVrush24,,1,Worst experience from unacademy on each level,"Very worst experience from unacademy, app has lot of issue u can even watch continue lecture, voice issues , screen stuck, also unacademy has not provided any study material also they have changed teachers without informing us , they are a complete business platform not an educational platform, very very worst"
Unacademy,We want GP SIR,,1,We want GP SIR ….Students don’t buy any subscription bcz Unacademy is fraud with us,We want GP SIR!!!!
Unacademy,Harsimran79,,1,Educators are good but unacademy company want only money,Unacadamy wale educators ko preshan krte hai.. ye sirf apna hee faida dekhte hai aur inhe bacho ke bavishya se koi mtlb nhi paisa chaie inko lekin educators on this platform are best 👍 bs ye jo inhone shiksha ka dhandha khola hai wo acha nhi hai
Unacademy,abhimp67,,1,Unacademy suspended,Unacademy se request hai ki please kisi bhi teacher ko suspend na kare nahi to humari fees refund kre
Unacademy,Kasera —- simi,,1,Worse,Worse app
Unacademy,Itsme008,,1,Found better learning application,Found better option
Unacademy,chutya app h,,1,Worst experience,"This app supports uneducated people.
Vote For Educated people."
Unacademy,Krishna1205,,1,Poor Services,"Worst services, they only want money and have no quality, fake promises."
Unacademy,Rohan_nogia,,1,Ca course teachers removed,Teacher chd ke jaa rhe course pura kon kraega?
Unacademy,Ukh11,,1,Title: Unacademy's Descent: From Learning Oasis to Political Echo Chamber,"Unacademy, once hailed as a revolutionary platform for democratizing education, has regrettably taken a turn towards becoming a politically suppressed echo chamber. What was once a promising beacon of knowledge and open dialogue has now succumbed to the pressures of ideological conformity, resulting in a stark departure from its original purpose.

The foundation of Unacademy's success was built upon the principles of accessibility, inclusivity, and the exchange of ideas. However, the recent transformation into a platform that suppresses certain political viewpoints is a betrayal of these core values. By stifling diverse opinions and promoting a singular narrative, Unacademy has effectively undermined the very principles that made it so appealing to learners around the world.

The suppression of political discourse on Unacademy is not only detrimental to intellectual growth but also disheartening for those who seek unbiased information. Education should be about fostering critical thinking skills and encouraging individuals to think independently. By imposing restrictions on political discussions, Unacademy is ironically hindering the very process of learning it once championed.

Furthermore, this shift towards political suppression risks alienating a significant portion of its user base. Unacademy's initial allure was its ability to connect learners from all walks of life, creating a diverse community of individuals hungry for knowledge. However, the platform's current trajectory isolates those who do not conform to the prevailing ideology, further fragmenting an already divided society.

While Unacademy may argue that such measures are taken to maintain a safe and inclusive environment, the consequences are alarming. By suppressing political discourse, the platform is effectively infantilizing its users and preventing them from engaging in meaningful, informed discussions. This not only erodes the credibility of Unacademy as a true educational platform but also impedes personal growth and critical thinking development.

In conclusion, Unacademy's transformation from a learning oasis to a politically suppressed platform is deeply disappointing. The platform's founders and users alike should be concerned about the erosion of intellectual integrity and the stifling of diverse voices. If Unacademy truly wishes to honor its roots and be a beacon of learning, it must reconsider its approach, encourage open discourse, and prioritize the development of well-rounded, informed individuals over the enforcement of a singular political narrative."
Unacademy,Rahul00113,,1,Boycott Unacademy,Boycott Unacademy for removing a good teacher!
Unacademy,Sachinmzn,,1,Fraud hai sab bahenchodh,Get lost
Unacademy,Akash Deep Goldy,,1,Worst app,This Munjal guy is a fraud
Unacademy,Harpy0011,,1,Vote,Vote hamesha padhe likhe insan ko hi dena chahiye....ye baat sach ho chuki hai...aur jb khud padhe likhe ho kr padhe likhe ki izzat nhi krte toh laanat hai tum pr aur tumari academy pr👎🏻
Unacademy,NITIN AGARAHARI,,1,I want my guru back on this platform,Don’t install this app because yha students ke bare mai nhi socha jata kisi educator ko nikalne se pahile ……..mere jaise kitne hi students ka planner kharab ho Gaya due to unnecessary things happening is some few past days….
Unacademy,Ritheshshetty9380,,1,They terminate teacher suddenly,This academy ruins children’s life we love Anshul sir 🙂🖤
Unacademy,pha3019,,1,Spineless management,Whats the point of this app when you support uneducated arguments. And didn’t stand for a teacher who hasn’t said anything wrong.
Unacademy,Paras0208,,1,Political agendas,"They are not educating but just trying to teach whom to vote.
Will the interviewer ask that…"
Unacademy,sayonara09,,1,Student,Worst platform it run under government. It thought us that we should give vote to illiterate leader. Speaking truth is crime here.
Unacademy,Rohan Sawarn,,1,Suddenly terminated  very good CA Teachers,"I am very old user of unacademy & i m pursuing CA and very good teachers in Bahubali Team has left & removed by unacademy and I purchased unacademy for only & only for MV Sir , IG Sir ,etc . And rest my subscription money is going to waste."
Unacademy,Shera@12345@,,1,Bad,Bakeas app h bhai isme teacher ki kii value nhi h
Unacademy,Bunty.xidd,,1,Uneducated,Worst academy in the world. 🤮🤮
Unacademy,Avishi Patel,,1,Bilkul be uda aur bhrasht.,Bilkul be uda aur bhrasht.
Unacademy,manjeet1111111,,1,Honest review,Owner of the App is a boot licker
Unacademy,M.Patel’s,,1,Education,Educating company but uneducated management 👎
Unacademy,aadirajput01,,1,Karan sangwan,#Karansangwanback
Unacademy,Heywaquar,,1,Padha likha neta hi chuno,This is for karan sangwan
Unacademy,buntycool619,,1,Anshul Sir,Disappointed..
Unacademy,vrishabhraj,,1,Improve app,Provide download tab in special class
Unacademy,Faheem13apr,,1,Very poor,"Sarkar ke liye kaam karti hai 
Vote to hum educated ko hi krege 
Rok kar dikhaao hame"
Unacademy,Rohan rkz 004,,1,Offline classes >>>,They easily remove educators so no guarantee you will complete one course . Best search for alternatives 👍
Unacademy,Akibonapple,,1,Against Free Speech,The organisation do not tolerate free speech if one did so they’ll fired instantly such person as Karan Sangwan. #Justice4KaranSangwan.
Unacademy,Iartesla018,,1,madharchod unacademy feku deshdrohi ka chatukar,"madharchod app
jo apne Teacher ka support nhi kr sakta woh bacchey ka bhavishya kya support karega"
Unacademy,Prateek Chattopadhyay,,1,Un-academic academy,Politically influenced academy 👎🏻👎🏻👎🏻
Unacademy,Napzyy,,1,Vote for Education not for polarisation,How could you be so blind
Unacademy,Bansalakshay85,,1,Pathetic and fake,This company presented legendary teachers to sell there subscriptions the moment students buy there subscriptions they terminate those legendary teachers. Shame on you unacademy
Unacademy,Bycottinacademy,,1,We want Tass back🤬🤬🤬,Unwanted termination of top educators
Unacademy,Chocopeii,,1,Worst app,Very very very worst app please don't install
Unacademy,manish sh.,,1,If you not able to hold good teachers on platform then close it down,If you not able to hold good teachers on platform then close it down #ansgulsirarmy.👏🏻
Unacademy,Rk007267,,1,spreading hate,"on the name of education this play form spreading hate, i am uninstalling it, guys whats your stand??"
Unacademy,Shiraj Gagneja,,1,Worst,Worst
Unacademy,@jalaj007,,1,Reinstate back the Teacher who was removed,"Seriously ? Unacademy is the education app and it can’t tell people to study ? 

If you are that much scared on the Teacher’s opinion please take that Party’s membership and stop this Application it will be really helpful to them

Bcoz if someone is well educated he/she will obviously understand what you did is stupidity.

Regards."
Unacademy,kezvee,,1,Bikau academy,Spineless management who can’t even stand for their teachers
Unacademy,vivek609,,1,Karan Sangwan,We support him.
Unacademy,9993MG,,1,Unacademy uninstall,आपने हमारे sir के अधिकार का हनन किया है हमें संबिधान बोलने की श्वतंत्रता देता है लेकिन आपने उसका हनन किया है इसलिए में ये app unsinstall कर रहा हूँ
Unacademy,vivek8722,,1,Refund Subscriptions Fees,"Dear Unacademy
Just so wanted to inform you that you guys are the biggest scammers
I and other students have purchased our Ca foundation/intermediate subscription because of the BAHUBALI Team 
This is very unprofessional of you to terminate the educators employment without any prior information
I want my refund or else I'm gonna sue you in the consumer court
Mind it."
Unacademy,Pranav ……..,,1,Anshul sir regarding,We want Anshul sir back
Unacademy,divyanshis13,,1,Worst app,They just wanted to earn money…..not teach people ……
Unacademy,mzia100,,1,More political than educational,Uninstalled
Unacademy,shanu puri,,1,We need educated ministers in country,We need educated ministers
Unacademy,shreyshishir,,1,Roman saini the big fraud,He is a big fraud. #uninstallunacademy
Unacademy,hrushilok,,1,Educational app thinks its okay to elect uneducated people,It’s very ironic that this app thinks it’s biased to tell people to elect only educated people and vote to only educated people. I do not support this.
Unacademy,Kumar sharma098,,1,Useless,Useless best educators ko to nikal rhe hai ye im going to uninstall this
Unacademy,csayak08,,1,support #uninstall_unaccademy,support #uninstall_unaccademy
Unacademy,Mittu0909,,1,Annoying calls,Annoying calls
Unacademy,Many updates issue,,1,घटिया काम है इनका,"इनके अनुसार पड़े लिखे को vote नहीं करना है

क्या यह सब सीखो गे इनसे"
Unacademy,Juned Lanja,,1,Worst,If educational app can’t support teacher who spreading future generation about education then you don’t have right to teach student.
Unacademy,Mannu1691946,,1,Godi academy uninstalled un academy app because they fired karan sir,Uninstalling the app because they fired a teacher karn sir just because of some comments. This is not at all acceptable in a democratic country
Unacademy,PRD30698,,1,Haha,👎👎
Unacademy,Ravinder@8178,,1,Worst app on apple store.,Worst app
Unacademy,hussainyusuf696,,1,Toxic Culture,Why did you fire Karan Sangwan sir? who tf has given you right to do so? I’ve already uninstalled and many more will go soon if you don’t bring him back within 24hrs and apologies for your heinous act
Unacademy,Abhishek110009,,1,Suppressing democracy in education,Recent Karan Sangwan Sir’s immoral termination shows how education platforms cut your wings. #Socrates
Unacademy,c.Chowdhury,,1,Karan Sangwan sir,"Bring back Karan Sangwan sir, whatever he said is absolutely correct, and he didn’t break any code of erhics… we have uninstalled Unacademy already"
Unacademy,UnistallUnacademy,,1,Worst  app.. 0 Ratings,Worst app.. Dont waste your hard earned money and time on this app
Unacademy,aman2226,,1,You can’t share your thoughts,This is shameful that teachers are fired bcz they say’s “vote educated people “……….what is wrong in this……plz reply…….this is not world class education platform……..are we seriously competing with USA
Unacademy,VikashSM,,1,Karan Sir,I support Karan Sir
Unacademy,Ashwiniksingh,,1,Right wing trolls,Bunch of illiterates masquerading as ed-tech app.
Unacademy,nirav vavadiya,,1,Worst app,Never use this
Unacademy,jamashedkhan,,1,Worst app management,"You just think of making money not about teachers (jab tum apne khud ke teacher k na hue to ham students ka kya hi bhala karoge)
By firing teacher this teacher you proved this countries people are still not independent."
Unacademy,Rafiq3407,,1,Educator App with Uneducated people,The app is for education but it is build and run by uneducated people..worst app ever
Unacademy,Suhail Vadgaokar,,1,A company full of bigots,No point trying to educate folks when you have no morals of your own
Unacademy,Alkesh Purohit,,1,Shameless Company,"The firm that cant protect its teacher is useless and should be ban for doing so
A teacher can teach his students to vote for educated Politicians"
Unacademy,Hardeep 4745,,1,Nonsense,illiterate ko vote do!
Unacademy,Selmon bhai11,,5,About teachers,I have great experience studying here .it helped me a lot during my studies .so i would like to say eceryone bott to belive in any political scenarios right now. We as a students should focus on coming future.
Unacademy,UneducatedUnacadmey,,1,"Poor quality content, only hype and marketing","Crass commodification of education, poor quality content, only hype and marketing. Uninstalling unacademy."
Unacademy,Ravik092,,1,Because they loot only,Most uneducated people work here and they loot common people
Unacademy,Loyalstudent,,1,#UninstallUnacademy,We are with you Karan Sangwan Sir.
Unacademy,bhar1009,,1,Uneducated,"For an app which promotes education, they are quick to fire a teacher who is proposing the same for our political class.

Shame on you."
Unacademy,MiComics1995,,1,Hypocrite company,I’m sorry but I need educated leaders.
Unacademy,Nawab4ever_,,1,Faltu,Faltu
Unacademy,anilp09,,1,"Education means to know what is Right & Wrong, being aware","Uninstalling the app.
An Educator simply asks his students to choose an educated representative. What’s wrong in that?"
Unacademy,armania675,,1,Very bad platform to study,Very bad platform to study
Unacademy,jatin0112,,1,Firing karan sir was a wrong step,Very bad Unacademy uninstaling right now
Unacademy,Pear Hat,,1,Don’t have guts to stand with their teacher,Karan sir got fired just because he spoke something true and made a statement which was very real.
Unacademy,parmmona,,1,bad,bad experience
Unacademy,Jepphhhh,,1,Platform is politically motivated,"Ohh god, this app is politically motivated, do not agree with their description. They are no democratic, insane platform"
Unacademy,Manish Jethwani,,1,Useless learning app!,"Subscriptions are too costly compared to other learning apps. Looks like this app is funded by fringe elements. 
Dear students, vote for educated leaders!"
Unacademy,Shiv1004,,1,"Unacdemy being uneducated. We support karan sangwan sir,","Well educational platform is the most ideal place to teach such things, he has done nothing wrong. We have politics as a subject as well"
Unacademy,shaz0017,,1,Boycott Sanghi App,Better to teach students to make Tea in this platform 😂😂
Unacademy,killer_dad,,1,Third class App,"No freedom of speech 
It’s Godi Learning app"
Unacademy,amandeshraj,,1,#uninstallunacademy,Karan sangwan ko wapas lo
Unacademy,mohit98123,,1,Cowards,You are cowards. Who couldn’t stand with your employee.
Unacademy,DRKfan,,1,Total frauds,They are the next big frauds in town after the fall of byjus. They are so spineless that they can’t take a stand for their teachers.
Unacademy,Taqva (Sibu),,1,Biased Platform.,"just sacking teachers for asking to Vote a right and literate candidate. 
Illiterate and Andh Bakhts are running this platform."
Unacademy,Deric Gladson,,1,The app that supports uneducated politicians,They don’t deserve to educate others when they can’t encourage the students to encourage wise voting!
Unacademy,Harshit Padaliya,,1,Uninstall Unacademy,Fascist enablers never make for good citizens in long run. What unacademy did with karan sir was bad. Will never ever visit this app again in lifetime
Unacademy,ramandhankhar,,1,Karan Sangwan’s,Uninstall unacdmey
Unacademy,Tanmay1269,,1,Curbing Freedom of Speech,1 star for stomping on freedom of speech and doing a government’s bidding on an education platform.
Unacademy,Itsbettertobeeunknown,,1,#uninstallunacademy,Karan Sangwan
Unacademy,Davneet Kaur,,1,Support your teacher,Unwanted firing of teachers
Unacademy,Wyte MisCHieF,,1,Freedom of speech,You deserve this
Unacademy,Akhilpeterpan,,1,Educate properly,Poor organisation with big VC raised money . All they are looking for is the fleece without providing proper education .
Unacademy,Riyazshaik,,1,#vote_for_educated,Vote for educated and support the one who promotes literacy..
Unacademy,constantine8800816,,1,Karan sir !!,Karan sir…
Unacademy,Ramziav,,1,Freedom of speech what?,Stop licking boots.
Unacademy,मुकेस,,1,मोदी जी,हर हर मोदी घर घर मोदी 🚩
Unacademy,GGK 42526,,1,Uninstalling Unacademy due to biased propaganda,"Unacademy is an education platform that is deeply committed to imparting poor quality education. To do this it  have to place a strict Code of Conduct for all their members like #RomanSaini with the intention of ensuring that it’s  learners have access to unbiased knowledge. 

Unacademy learners are at the centre of everything They do. The Social Media is not a place to share personal opinions and views as they can wrongly influence them. In the current situation, They Have to take action on its holders as breach of the Code of Conduct. 
Iam Uninstalling Unacademy 
#UninstallUnacademy !!"
Unacademy,Amythyst@12,,1,Justice for sangwan sir 👎,You people are just spineless
Unacademy,Bobthebuilder007oo,,1,Uninstalled,Uninstall this app
Unacademy,Rahjain,,1,Pathetic app,Never going to use it again
Unacademy,Yashkalov,,1,Justice for karan Sangwan,"Irony that your app was made to educate people. But when your teacher literally tried telling the student to vote for someone “educated”, you fire him. 

What’s your agenda bro? 1 star take it on your face"
Unacademy,ahmed sayem,,1,Fraud App,Fraud
Unacademy,HindiTeriyadhupoda,,1,Pathetic,Please don’t trust and waste time
Unacademy,Wanhdakwangdak,,1,Waste of money,Waste of money
Unacademy,Shub279,,1,Only involved in minting money,Morally bankrupt
Unacademy,U son of a,,1,Spineless,Don’t let them teach your children…they don’t have a voice of their own how will they give a voice to your child. Think about it. A slave mind set is all they have.
Unacademy,saranssash,,1,With Karan sangwan always.,"For hurting freedom of speech by karan sangwan, may your company also get sacked from somewhere. 
Didn’t expect this from a educational platform. 
Creepy bootlickers"
Unacademy,hasanhse,,1,#UninstallUnacadmy,#UninstallUnacadmy Are you really an educational institution when you fire someone for saying that ‘education’ is necessary to lead the country? Support #KaranSangwan Everyone knows who is uneducated So troll army understand that #KaranSangwan talk about whom #UninstallUnacadmy #UninstallUnacademy भक्तों को पागल समझा है क्या क्या वो नहीं जानते uneducated कोन है
Unacademy,MrPaulindia,,2,Not ethical company take money bad lectures,very bad application always crashes and when you complain they say you can leave total fraud
Unacademy,Yogesh_lala,,1,Spineless,Spineless people
Unacademy,Madrasee,,1,Worst App,Don't waste your time in this. The developer is hypocrite.
Unacademy,RpSinghchauhan,,1,Uninstall,I’m uninstalling this app because it’s killing the freedom of speech in the free India.
Unacademy,Ishangulati,,1,Worst Education Platform in India,Please don’t use this. They took my money and didn’t provide complete lectures. Service is worst.
Unacademy,Akkkkiii24,,1,Poor interface,"The content is scattered and unorganised, confuse you more than helping out"
Unacademy,Vaibhav1812,,1,Pathetic,"Not enough good educator for civil service ,rest of them are dramebazz"
Unacademy,Shivsingh meena,,1,Political platform,Not a good app its fires a good teacher in pressure of BJP
Unacademy,Ak_kumar9650,,1,Uninstall…,Uninstalled it…..
Unacademy,vaheguru da banda,,1,Exposed,They are just another branch of BJP
Unacademy,Dphukan,,1,Wrong Policies,Wrong Policies
Unacademy,Soul and karma,,1,Waste of time,Nothing special u r fools
Unacademy,zimilsbdn,,1,Fake and fraud,"One of the worst app
Guys pls dont install it 
They are fraud"
Unacademy,batmanindelhi,,1,Worst app and platform,Completely useless app. YouTube has better courses than this app!
Unacademy,Tipu59,,1,Uninstalling for curbing freedom,"Bring back Karan Sangwan.
I watched the video which started this all. I don’t find it breaching any code of conduct."
Unacademy,manishram,,1,Cant login from last week,Cant login
Unacademy,#uninstalled,,1,This is for terminating Karan Sangwan,Shame on you
Unacademy,bk150792@A,,1,Karan sir,"Karan sir ko kyu nikaala !!
Uninstall"
Unacademy,Unknown1992ok,,1,Its a not educating people but giving whatsapp gyan,Biased
Unacademy,Ballyy264312,,1,Modia app,Darr gye teacher ne ANPAD ka naam nahi liya par ANPAD samaj gya me hi hu  bca karne wala d u  se😂😂😂😂😂😂
Unacademy,Cheemrag,,1,uninstalling,nimo bhai ne bola hai uninstall kro toh karo
Unacademy,shane aalam,,1,No need,Read books and uninstall this app
Unacademy,majo1504,,1,Karan sangwan,Karan sangwan
Unacademy,piyushmoriani,,1,I stand with karan sangwan,Please do not vote for uneducated politicians.
Unacademy,Coins create problem,,1,😡😡😡Karan Sangwan,😡😡😡Karan sangwan
Unacademy,Bhanu Maingi,,1,Poor gut from owners,Shame on.
Unacademy,@muslimahh,,1,Karan sangwan justice,You disqualify karan sangwan you have to be with that teacher. They cant say directly from indian leaders
Unacademy,Sam-Sam-K,,1,Karan Sangwan,"You fired a mind who spoke truth , you deserve the shut down of your business."
Unacademy,april155,,1,Rahul’s IAS is better,If you want to go for Judiciary preparation opt for Rahul’s IAS. This app is a scam.
Unacademy,Jarvis2242,,1,Coward take a stand for ur teacher,Coward
Unacademy,Ashu Bar,,1,Wish I could rate them zero.,"I installed and uninstalled. They support facists agenda. Can’t even support an employee who said something as simple as don’t vote for uneducated. It is run by spineless, such learning platform can do no good."
Unacademy,UserShu93,,1,They just fired a teacher coz he said next time vote only an educated person.,Really disappointed realising how biased there core belief is. As an education platform they should not be in a right  or left wing propaganda. Really really sad we have to see this day
Unacademy,Viv1434u,,1,Save ur faculty from hate driven propaganda,It’s unfortunate that this learning platform bent down to the hate politics and fired a capable teacher. Shame on you for not standing up for what’s right
Unacademy,psiddhu,,1,Lacks Spine,This is for firing your teacher who asked his pupils to vote for an educated leader. Before you teach something - learn to stand up for what is right.
Unacademy,ubiwaza,,1,#uninstallunacademy,Vote for educated politicians.
Unacademy,goldy62274,,1,Worst app,Big 0
Unacademy,Firefly🩶🩶,,1,1 star for removing faculty  !,1 star for removing faculty who said truth about current political situation . Shame on you for such an act !
Unacademy,fpatel03,,1,Just a profit making app,Need some improvements
Unacademy,Neel2340,,1,Review,Support uneducated people…. Can they give education?
Unacademy,Abhishek_Yadav007,,1,Bring back Karan Sangwan Sir,I am giving 1 star as this app work under pressure of uneducated leaders
Unacademy,Zahid19m,,1,I am quitting because of Karan sir,I am quitting because of Karan sir
Unacademy,Nayerbbsr,,1,Worst app ever,They are looting money from innocent students and discriminating.Firing teachers who are good in teaching.
Unacademy,ayan0009,,1,Feedback,"Educational App don’t know Ethics , I wish i could give you more then 1 star ."
Unacademy,chdjdhdhdhdhdjsjss,,1,Stupid BJP supporting app,Shouldn’t have firemd Sangwan sir
Unacademy,Shiv198610,,1,Worst app,"Worst learning app, only concentrate on money making"
Unacademy,Sonu Jandu,,1,Support Karan Sangwan,Support Karan Sangwan. I am uninstalling the app because you are working against the freedom of speech. You have done a shameful thing by removing a teacher.
Unacademy,Vipinbats11111,,5,Best on earth App!,Have best teachers who focus on high quality content. Quickly fired a useless leftist crap posing as teacher 😂👍
Unacademy,azusawaga,,1,Cost,A little bit costly 🤑
Unacademy,Indian2024,,1,Horrible company,Don’t sign up for any of their courses. It’s a fraud company
Unacademy,amit97kumar,,1,worst app uninstalling it,Unacademy promoting uneducated leaders in India
Unacademy,ginnispelia,,1,Firing someone who is right is not right.,Sangwan sir should be reinstated
Unacademy,youtuber dost,,1,Worst app for students,Worst
Unacademy,ishuii,,1,Worst Education App,This is worst education app and just on the path of Byju’s
Unacademy,jdjdjdksj,,1,Spineless bhakhts,A platform for education takes action against someone who stood for education. The irony!
Unacademy,Nationalist_true indian,,1,Biased and fascist management,"You are coward, biased and fascist. You people do not believe in freedom of expression. Worst company"
Unacademy,soniutkarsh75,,1,Review on the app,Worst app spreading propaganda on behalf of BJP !!
Unacademy,rocksindia,,1,Never install app,"Karan Sangwan's reply to BJP and Unacademy. 

What a brave and courageous man 🔥

Absolutely Inspiring."
Unacademy,sangam110085,,1,Totally waste of time,Content is old
Unacademy,fardin shaikh,,1,Pathetic experience,Fraud app !
Unacademy,Tushar_Pawar,,1,"Pathetic, Spineless, Coward","You removed a teacher on your platform just because he asked to vote someone who is educated without naming anyone.

Show some spine and reinstate him immediately also stand against the unwanted pressure. Grow up."
Unacademy,Shakeel0408,,1,Platform with no backbone,Why did the platform did not support karan Sangwan sir and fired him ? The platform which bow down to fascists have no place in my phone. I will recommend all my near and dear ones to uninstall the app.
Unacademy,vin user,,1,App is not good,Business should not be biased and support “uneducated leaders” And fire educated teachers
Unacademy,Not_sakura,,1,‘Un’ethical,"Wish there was a zero star option. A teacher can’t even tell his students to choose a literate and educated leader? You were supposed to be ‘un’academy, now there’s no difference between you and other thousand academies out there."
Unacademy,Prash2676,,1,Fired Innocent Teacher,Your capitalist mindset will eat you up. Support for Karan Sangwan sir.
Unacademy,Ode8778,,1,Justice for Karan Sangwan,Justice for Karan Sangwan
Unacademy,Do not buy Fancode,,1,Disgusting App,I will never use this application…I support Karan Sangwan
Unacademy,24freebird,,1,Back button issue,There is a back button issue in the app for iPhone X. Once I enter the app and access a teacher I can't get back as the back button at the top of the screen in the app is not responding
Unacademy,Dr biru,,1,"Worst coaching of India,",It’s hire so called teachers who has zero knowledge toward their subject and have experience in spreading anti India and anti Hindu activities
